5.000000000000000000e+02	1.304009573819198309e+01
5.010000000000000000e+02	1.402587057089412426e+01
5.020000000000000000e+02	1.493817573747732119e+01
5.030000000000000000e+02	1.574880677681111152e+01
5.040000000000000000e+02	1.643908698177042993e+01
5.050000000000000000e+02	1.700126656940692982e+01
5.060000000000000000e+02	1.743843661538780410e+01
5.070000000000000000e+02	1.776322798246982160e+01
5.080000000000000000e+02	1.799560898559072797e+01
5.090000000000000000e+02	1.816007565235055665e+01
5.100000000000000000e+02	1.828254792830605879e+01
5.110000000000000000e+02	1.838734397195828763e+01
5.120000000000000000e+02	1.849462625083343070e+01
5.130000000000000000e+02	1.861863506585842387e+01
5.140000000000000000e+02	1.876686036698908566e+01
5.150000000000000000e+02	1.894012306833814208e+01
5.160000000000000000e+02	1.913340892842836283e+01
5.170000000000000000e+02	1.933723932488154418e+01
5.180000000000000000e+02	1.953935376301157589e+01
5.190000000000000000e+02	1.972649420165613066e+01
5.200000000000000000e+02	1.988610763176662388e+01
5.210000000000000000e+02	2.000781350480562182e+01
5.220000000000000000e+02	2.008451298617644554e+01
5.230000000000000000e+02	2.011305033428239852e+01
5.240000000000000000e+02	2.009437868248111059e+01
5.250000000000000000e+02	2.003323434478813070e+01
5.260000000000000000e+02	1.993738112332399126e+01
5.270000000000000000e+02	1.981654192042219975e+01
5.280000000000000000e+02	1.968117777272781055e+01
5.290000000000000000e+02	1.954128812177591357e+01
5.300000000000000000e+02	1.940538251521358148e+01
5.310000000000000000e+02	1.927972678040592314e+01
5.320000000000000000e+02	1.916792273003938263e+01
5.330000000000000000e+02	1.907084995220508361e+01
5.340000000000000000e+02	1.898696274578765397e+01
5.350000000000000000e+02	1.891287506627932657e+01
5.360000000000000000e+02	1.884409791683266633e+01
5.370000000000000000e+02	1.877576560417810470e+01
5.380000000000000000e+02	1.870323059696256607e+01
5.390000000000000000e+02	1.862249500815829251e+01
5.400000000000000000e+02	1.853051630897110158e+01
5.410000000000000000e+02	1.842543387390690413e+01
5.420000000000000000e+02	1.830672507678001892e+01
5.430000000000000000e+02	1.817526221973398393e+01
5.440000000000000000e+02	1.803323991513809332e+01
5.450000000000000000e+02	1.788397795910132615e+01
5.460000000000000000e+02	1.773165317759464088e+01
5.470000000000000000e+02	1.758104171154398543e+01
5.480000000000000000e+02	1.743733184979172179e+01
5.490000000000000000e+02	1.730599323266884326e+01
5.500000000000000000e+02	1.719260081200974000e+01
5.510000000000000000e+02	1.710248055161602565e+01
5.520000000000000000e+02	1.704011588221306539e+01
5.530000000000000000e+02	1.700840601406797603e+01
5.540000000000000000e+02	1.700800657994896881e+01
5.550000000000000000e+02	1.703700902413514129e+01
5.560000000000000000e+02	1.709109774746923804e+01
5.570000000000000000e+02	1.716413267439902057e+01
5.580000000000000000e+02	1.724895539190407234e+01
5.590000000000000000e+02	1.733818260697314528e+01
5.600000000000000000e+02	1.742481999821899308e+01
5.610000000000000000e+02	1.750264066817230457e+01
5.620000000000000000e+02	1.756637163986456329e+01
5.630000000000000000e+02	1.761179437241943901e+01
5.640000000000000000e+02	1.763587741812195731e+01
5.650000000000000000e+02	1.763700860548300753e+01
5.660000000000000000e+02	1.761528830350634678e+01
5.670000000000000000e+02	1.757273171784176924e+01
5.680000000000000000e+02	1.751317808319231517e+01
5.690000000000000000e+02	1.744176701199753410e+01
5.700000000000000000e+02	1.736400345071693252e+01
5.710000000000000000e+02	1.728461609291887768e+01
5.720000000000000000e+02	1.720652479156566628e+01
5.730000000000000000e+02	1.713021686015631673e+01
5.740000000000000000e+02	1.705370791867536440e+01
5.750000000000000000e+02	1.697309818285604521e+01
5.760000000000000000e+02	1.688359730976349482e+01
5.770000000000000000e+02	1.678080994430510486e+01
5.780000000000000000e+02	1.666204315446324102e+01
5.790000000000000000e+02	1.652739843793493080e+01
5.800000000000000000e+02	1.638043630312511212e+01
5.810000000000000000e+02	1.622825024369281977e+01
5.820000000000000000e+02	1.608086009956953788e+01
5.830000000000000000e+02	1.594993606141956377e+01
5.840000000000000000e+02	1.584700148023172694e+01
5.850000000000000000e+02	1.578142758709160987e+01
5.860000000000000000e+02	1.575867364205523202e+01
5.870000000000000000e+02	1.577924699219141047e+01
5.880000000000000000e+02	1.583868577669825761e+01
5.890000000000000000e+02	1.592853559569575239e+01
5.900000000000000000e+02	1.603795451119086479e+01
5.910000000000000000e+02	1.615541916668136935e+01
5.920000000000000000e+02	1.627009469128856267e+01
5.930000000000000000e+02	1.637269093814839849e+01
5.940000000000000000e+02	1.645588655847909010e+01
5.950000000000000000e+02	1.651452446365154003e+01
5.960000000000000000e+02	1.654574633164778774e+01
5.970000000000000000e+02	1.654911856894954880e+01
5.980000000000000000e+02	1.652670551945587363e+01
5.990000000000000000e+02	1.648301472677218626e+01
6.000000000000000000e+02	1.642475945116445857e+01
6.010000000000000000e+02	1.636041589901260096e+01
6.020000000000000000e+02	1.629956831190723676e+01
6.030000000000000000e+02	1.625203182206895747e+01
6.040000000000000000e+02	1.622674557302827480e+01
6.050000000000000000e+02	1.623047785344154548e+01
6.060000000000000000e+02	1.626650534148405569e+01
6.070000000000000000e+02	1.633358561795466102e+01
6.080000000000000000e+02	1.642563359062725326e+01
6.090000000000000000e+02	1.653242647201808779e+01
6.100000000000000000e+02	1.664137302416973441e+01
6.110000000000000000e+02	1.674000082702935188e+01
6.120000000000000000e+02	1.681852882621327439e+01
